pl_name,pl_rade,pl_bmasse
"Kepler-1997 b",,
"Kepler-1484 b",,
"Kepler-688 b",10.08300000,
"K2-74 b",3.66000000,
"Kepler-184 c",2.29000000,
"Kepler-402 c",1.51000000,
"Kepler-1151 b",2.49000000,
"HD 25912 c",,5252.75008249
"Kepler-335 b",3.08900000,
"Kepler-866 b",1.66000000,
"Kepler-209 b",2.53700000,
"Kepler-1044 b",2.61000000,
"Kepler-330 c",2.14100000,
"Kepler-712 c",,
"Kepler-585 b",,
"Kepler-191 b",,
"Kepler-108 c",8.15000000,
"Kepler-400 b",1.62000000,
"Kepler-728 b",,
"Kepler-967 b",2.35000000,
"Kepler-501 c",,
"Kepler-326 c",3.38000000,
"Kepler-619 c",,
"Kepler-1272 b",2.41000000,
"Kepler-105 c",1.88000000,
"Kepler-417 b",2.49000000,
"Kepler-369 b",,
"Kepler-841 b",4.67000000,
"OGLE-TR-10 b",13.67498000,193.87630000
"Kepler-964 b",2.04500000,
"Kepler-1443 b",,
"Kepler-848 b",,
"Kepler-1611 b",0.66000000,
"Kepler-606 b",3.30000000,
"Kepler-901 b",1.42000000,
"Kepler-1158 b",1.55000000,
"K2-200 b",1.36439870,
"Kepler-9 b",9.43800000,80.09000000
"Kepler-1439 b",1.43000000,
"Kepler-1097 b",3.12000000,
"Kepler-1429 b",1.23000000,
"Kepler-186 b",,
"HD 155358 c",,261.00000000
"K2-11 b",2.92000000,
"Kepler-303 c",1.34000000,
"Kepler-641 b",2.70200000,
"Kepler-338 c",2.40600000,
"Kepler-1960 b",1.30749704,
"Kepler-568 b",2.46000000,
"Kepler-1510 b",3.36000000,
"Kepler-1161 b",2.85900000,
"K2-128 b",1.42000000,
"BD+60 1417 b",14.68376472,4767.42610500
"Kepler-142 c",2.75000000,
"Kepler-128 b",1.42900000,
"Kepler-253 d",2.95000000,
"Kepler-138 d",1.32300000,
"Kepler-948 b",1.31000000,
"Kepler-1493 b",0.84000000,
"Kepler-1719 b",3.26000000,
"Kepler-1492 b",1.49000000,
"Kepler-409 b",1.11000000,
"Kepler-292 f",,
"Kepler-1524 b",,
"Kepler-1056 b",,
"GSC 06214-00210 b",,5300.00000000
"K2-13 b",1.89000000,
"Kepler-226 d",1.30000000,
"Kepler-84 b",2.75000000,
"Kepler-1891 b",1.65000000,
"Kepler-1965 b",,
"Kepler-427 b",,
"Kepler-292 e",2.86000000,
"Kepler-1468 b",2.35000000,
"Kepler-1157 b",0.96000000,
"Kepler-819 b",2.48400000,
"Kepler-242 c",2.29800000,
"Kepler-1649 c",,
"Kepler-196 c",4.28000000,
"Kepler-1959 b",1.20000000,
"Kepler-265 d",2.20000000,
"Kepler-432 b",12.39000000,
"Kepler-1628 b",6.28000000,
"Kepler-1701 b",2.21000000,
"Kepler-69 b",2.23000000,
"Kepler-1923 b",,
"HD 6434 b",,123.95000000
"Kepler-260 b",2.30300000,
"Kepler-1276 b",1.04700000,
"Kepler-305 d",2.56000000,
"Kepler-122 f",1.79000000,
"Kepler-299 e",,
"Kepler-1821 b",1.82000000,
"Kepler-273 b",1.79000000,
"Kepler-150 b",,
"Kepler-138 c",1.51900000,
"Kepler-891 b",6.41000000,
"Kepler-771 b",1.67000000,
"Kepler-1660 AB b",,1586.59940774
"Kepler-26 b",3.69300000,
"Kepler-382 c",1.59000000,
"Kepler-1139 b",1.04000000,
"Kepler-1446 b",0.75300000,
"Kepler-1642 c",4.87000000,
"HD 113538 b",,114.41000000
"Kepler-732 b",2.08000000,
"Kepler-334 b",1.03000000,
"Kepler-430 c",1.67000000,
"Kepler-66 b",3.06500000,
"Kepler-1360 b",2.20000000,
"Kepler-1643 b",1.72000000,
"Kepler-724 b",3.63000000,
"Kepler-725 b",10.63000000,
"Kepler-1482 b",1.31100000,
"Kepler-712 c",,
"Kepler-1332 b",,
"HD 222582 b",,1681.25000000
"Kepler-1801 c",3.43000000,
"Kepler-281 c",5.39000000,
"K2-63 b",3.22000000,
"Kepler-1106 b",1.39000000,
"Kepler-1304 b",6.98300000,
"Kepler-445 c",2.09000000,
"Kepler-173 c",2.41000000,
"Kepler-640 b",2.57000000,
"HD 113337 b",,985.27300000
"Kepler-282 d",,
"Kepler-818 b",5.11000000,
"Kepler-1795 b",1.66301611,
"Kepler-1297 b",1.34900000,
"Kepler-1883 b",3.23000000,
"Kepler-1336 b",,
"Kepler-1381 b",2.04700000,
"Kepler-1378 b",,
"Kepler-296 f",,
"EPIC 212737443 b",,
"HIP 14810 c",,241.54000000
"Kepler-310 d",,
"Kepler-1355 b",1.39000000,
"Kepler-54 b",2.26000000,
"Kepler-753 b",1.86000000,
"K2-110 b",2.55800000,17.00000000
"Kepler-1904 b",,
"Kepler-254 c",2.28000000,
"Kepler-52 b",,6.27000000
"Kepler-197 d",1.15000000,
"Kepler-257 d",,
"Kepler-229 b",,
"K2-157 b",1.00000000,
"Kepler-9 d",1.50700000,8.41466053
"K2-352 c",2.00000000,
"Kepler-107 b",,
"Kepler-322 c",1.50700000,
"Kepler-349 b",1.89000000,
"Kepler-1055 b",1.23000000,
"Kepler-983 b",2.19000000,
"Kepler-329 c",,
"Kepler-1018 b",2.72000000,
"Kepler-1030 b",2.14000000,
"Kepler-326 c",2.79000000,
"Kepler-127 c",2.45900000,
"Kepler-344 b",3.00000000,
"Kepler-984 b",2.50000000,
"Kepler-1044 b",2.61000000,
"Kepler-1046 b",1.61000000,
"Kepler-989 b",2.21000000,
"Kepler-992 b",1.62000000,
"Kepler-969 b",2.35000000,
"Kepler-1050 b",2.94000000,
"Kepler-1500 b",2.18000000,
"Kepler-1507 b",0.87000000,
"Kepler-1509 b",,
"Kepler-635 b",2.53000000,
"Kepler-1925 b",2.03000000,
"KOI-3503 b",0.77000000,
"Kepler-169 e",2.15600000,
"Kepler-599 b",2.97000000,
"Kepler-1911 b",1.03000000,
"Kepler-214 b",,
"Kepler-302 b",3.62000000,
"Kepler-630 b",,
"Kepler-301 c",1.39000000,
"HD 30177 c",,2415.50800000
"Kepler-648 b",,
"Kepler-1864 b",0.75408365,
"Kepler-48 d",1.98000000,
"K2-203 b",1.26549392,
"Kepler-126 c",1.62000000,
"Kepler-251 b",1.66000000,
"Kepler-1686 b",1.16000000,
"Kepler-1070 b",,
"Kepler-994 b",,
"Kepler-591 b",3.39000000,
"Kepler-350 d",2.80000000,
"Kepler-540 b",2.85000000,
"Kepler-372 c",2.65000000,
"Kepler-824 b",,
"Kepler-509 b",2.42000000,
"Kepler-966 b",4.13000000,
"Kepler-150 e",3.06300000,
"HD 99492 b",,25.10857000
"Kepler-208 b",1.68000000,
"Kepler-911 b",,
"Kepler-1907 c",,
"Kepler-253 c",2.65000000,
"KOI-351 b",,
"Kepler-964 b",4.15000000,
"Kepler-42 b",0.78000000,
"Kepler-1868 b",3.83200000,
"HD 49674 b",,33.40000000
"K2-214 b",2.60000000,
"Kepler-165 b",,
"Kepler-287 b",2.60000000,
"70 Vir b",,2084.88000000
"Kepler-1393 b",0.70000000,
"Kepler-401 c",2.10000000,
"Kepler-1465 b",,
"Kepler-701 b",,
"Kepler-1522 b",1.56000000,
"Kepler-82 f",,20.90000000
"Kepler-975 c",10.69000000,
"Kepler-904 b",1.35000000,
"Kepler-439 b",2.36900000,
"K2-252 b",1.74000000,
"Kepler-1309 b",2.27000000,
"Kepler-961 b",3.50000000,
"Kepler-1396 b",1.65000000,
"Kepler-693 b",9.60000000,
"Kepler-713 b",2.33000000,
"Kepler-2001 c",4.07999992,
"Kepler-475 b",2.65000000,
"Kepler-1570 b",,
"Kepler-101 b",4.33000000,
"Kepler-164 d",2.47000000,
"GJ 581 b",,15.80000000
"Kepler-79 b",3.42000000,
"Kepler-1028 b",,
"Kepler-1005 b",1.52000000,
"Kepler-914 b",,
"Kepler-82 b",3.59000000,
"K2-179 b",,
"Kepler-431 d",1.16100000,
"Kepler-1047 b",,
"Kepler-239 b",,
"HD 200964 c",,385.84562000
"Kepler-83 d",1.81000000,
"Kepler-1793 b",2.91000000,
"HD 190984 b",,985.20000000
"Kepler-109 c",2.63400000,
"HD 80913 b",,7505.20000290
"Kepler-1995 b",4.23000000,
"Kepler-33 b",1.79000000,
"Kepler-313 c",,
"Kepler-811 b",2.07000000,
"Kepler-286 b",1.29600000,
"Kepler-285 b",1.35400000,
"Kepler-798 b",1.98000000,
"Kepler-56 c",,195.00000000
"Kepler-278 b",3.89000000,
"Kepler-52 d",,88.87750000
"Kepler-1368 b",1.33000000,
"Kepler-236 b",1.80000000,
"Kepler-1694 b",0.86000000,
"Kepler-243 c",2.50000000,
"Kepler-1384 b",2.21000000,
"Kepler-530 b",3.01000000,
"Kepler-251 e",2.64000000,
"Kepler-252 b",1.20000000,
"Kepler-260 c",1.61000000,
"Kepler-125 c",,
"Kepler-758 d",2.12000000,
"Kepler-267 c",2.65200000,
"Kepler-345 b",0.79000000,
"Kepler-351 b",3.06000000,
"Kepler-255 c",,
"Kepler-33 d",5.35000000,
"Kepler-735 b",2.98000000,
"Kepler-563 b",,
"Kepler-819 b",,
"Kepler-226 c",,
"Kepler-1016 c",,
"HD 175541 b",,228.83760000
"Kepler-730 b",10.30000000,
"Kepler-152 c",3.03300000,
"Kepler-1492 b",,
"HD 125612 b",,945.22168242
"Kepler-1130 b",,
"Kepler-200 b",,
"Kepler-1129 b",2.69900000,
"Kepler-502 b",,
"HD 33142 d",,63.56568140
"HD 37124 c",,190.69000000
"HD 50499 b",,519.96988000
"HD 68402 b",,975.73810000
"HD 86081 b",,470.38840000
"HD 103949 b",,11.20000000
"Kepler-538 b",2.13500000,
"Kepler-414 c",2.77100000,
"Kepler-980 b",2.17000000,
"Kepler-112 b",2.72000000,
"K2-250 b",2.44000000,
"Kepler-1996 c",2.43200000,
"HD 196067 b",,2192.90000000
"HD 210702 b",,574.63664000
"HD 218566 b",,66.74150000
"HD 222582 b",,2504.48784716
"Kepler-340 b",4.61000000,
"Kepler-182 b",2.73000000,
"Kepler-696 b",6.73000000,
"Kepler-980 b",2.64100000,
"Kepler-1574 b",1.27000000,
"Kepler-1052 b",2.45000000,
"Kepler-1019 b",1.30000000,
"Kepler-355 c",2.67000000,
"Kepler-395 b",,
"Kepler-714 b",,
"Kepler-319 b",3.24000000,
"Kepler-674 b",1.61000000,
"Kepler-167 b",1.53000000,
"KOI-351 d",2.84000000,
"Kepler-221 d",,
"Kepler-498 b",3.27000000,
"Kepler-1229 b",,
"Kepler-1464 c",0.86000000,
"Kepler-177 b",3.62000000,
"Kepler-169 d",1.45000000,
"HD 93385 b",,4.20000000
"HD 233832 b",,864.49760000
"Kepler-1701 b",1.99000000,
"Kepler-1470 b",,
"Kepler-1470 b",1.18000000,
"Kepler-254 d",2.67600000,
"Kepler-338 e",1.63400000,
"Kepler-323 b",1.70000000,
"GJ 676 A c",,2161.24400000
"Kepler-1520 b",24.35100000,
"Kepler-240 c",,
"Kepler-247 d",3.94000000,
"Kepler-226 b",1.69600000,
"Kepler-287 b",2.40000000,
"Kepler-1250 b",2.81100000,
"Kepler-138 c",1.94000000,
"Kepler-1098 b",1.30000000,
"EPIC 212499991 b",1.60000000,
"K2-80 c",1.41000000,
"Kepler-376 b",0.95000000,
"Kepler-310 c",,
"Kepler-1037 b",1.22200000,
"Kepler-58 b",2.78000000,35.50000000
"Kepler-1454 b",1.70000000,
"Kepler-949 b",,
"Kepler-1281 b",1.59000000,
"Kepler-680 b",1.89000000,
"CoRoT-7 b",1.68135000,4.07660518
"K2-268 c",3.63000000,
"Kepler-170 c",2.72000000,
"Kepler-251 e",2.77000000,
"Kepler-916 b",1.84000000,
"Kepler-52 c",2.00000000,
"tau Boo b",,1373.02560000
"Kepler-398 d",,
"KOI-1599.01",1.76000000,
"Kepler-1816 b",1.85000000,
"K2-84 c",2.03000000,
"Kepler-105 c",1.88000000,
"Kepler-1318 b",,
"Kepler-668 b",,
"Kepler-1214 b",,
"Kepler-1989 b",,
"Kepler-1963 b",0.81000000,
"Kepler-1009 b",2.08000000,
"EPIC 206024342 b",1.70000000,
"Kepler-1044 b",2.67000000,
"Kepler-589 b",,
"Kepler-242 b",3.04000000,
"Kepler-341 e",2.43000000,
"Kepler-325 c",,
"HD 219828 c",,4640.31800000
"Kepler-949 c",2.97000000,
"Kepler-320 c",2.00300000,
"Kepler-111 b",1.75000000,
"Kepler-203 d",1.34000000,
"Kepler-605 c",0.84500000,
"Kepler-1467 b",,
"Kepler-307 b",3.00000000,
"Kepler-779 b",0.74000000,
"Kepler-51 d",,
"Kepler-947 b",,
"Kepler-584 b",,
"K2-218 b",2.79000000,
"Kepler-1920 b",2.81000000,
"Kepler-992 b",3.79000000,
"Kepler-401 c",2.15000000,
"Kepler-158 b",2.27000000,
"Kepler-960 b",5.12000000,
"Kepler-1667 b",2.98385261,
"Kepler-1802 c",1.88000000,
"Kepler-292 c",1.50200000,
"Kepler-1727 b",2.72000000,
"Kepler-734 b",,
"WISPIT 2 b",17.93436912,1557.35919430
"Kepler-1634 b",2.56800000,
"Kepler-830 b",1.70000000,
"K2-110 b",2.56000000,
"Kepler-998 b",1.82000000,
"Kepler-141 c",1.41000000,
"Kepler-1011 b",,
"Kepler-514 b",1.55400000,
"Kepler-1804 b",3.22000000,
"Kepler-290 d",0.89000000,
"Kepler-694 b",2.54000000,
"Kepler-697 b",3.96000000,
"Kepler-1863 b",,
"Kepler-972 b",4.29000000,
"Kepler-1757 b",2.56000000,
"Kepler-268 c",2.52000000,
"EPIC 220674823 c",3.79000000,
"Kepler-1686 b",1.16900000,
"Kepler-1085 b",6.33400000,
"Kepler-198 d",1.43700000,
"Kepler-1220 b",,
"Kepler-1315 b",1.41400000,
"Kepler-336 d",2.16000000,
"Kepler-67 b",2.97000000,
"Kepler-1600 c",1.60000000,
"Kepler-1985 b",1.81000000,
"Kepler-1189 b",1.26500000,
"Kepler-1121 b",1.71100000,
"Kepler-1515 b",10.48600000,
"Kepler-1641 c",3.73000000,
"Kepler-66 b",2.93000000,
"Kepler-1110 b",2.34000000,
"Kepler-793 b",1.38000000,
"Kepler-960 b",1.80000000,
"Kepler-260 b",2.01000000,
"Kepler-361 c",2.47000000,
"Kepler-1796 b",2.19000000,
"Kepler-1388 b",1.90300000,
"Kepler-1897 b",,
"Kepler-1265 b",1.61600000,
"Kepler-190 b",1.36300000,
"Kepler-1255 b",,
"Kepler-322 c",,
"Kepler-473 b",4.08000000,
"Kepler-172 e",3.00000000,
"Kepler-1862 b",2.27000000,
"Kepler-171 d",2.36000000,
"Kepler-879 b",,
"Kepler-230 c",2.60000000,
"Kepler-53 c",3.12000000,35.50000000
"Kepler-58 b",2.76600000,
"Kepler-489 b",7.58000000,
"Kepler-246 c",1.50000000,
"Kepler-1334 b",,
"Kepler-1953 b",1.28574667,
"Kepler-1344 b",1.84000000,
"Kepler-1155 b",2.15000000,
"Kepler-1154 b",1.67000000,
"HD 98649 b",,2665.30902110
"Kepler-350 d",,12.87230000
"K2-187 e",2.69000000,
"Kepler-281 d",,
"Kepler-1268 b",,
"Kepler-183 b",2.41600000,
"Kepler-189 b",1.50000000,
"Kepler-1008 b",,
"Kepler-1718 b",2.32000000,
"Kepler-1431 b",1.59000000,
"Kepler-1207 b",1.53000000,
"Kepler-159 c",2.68000000,
"Kepler-407 b",1.19000000,1.93000000
"Kepler-148 b",1.77000000,
"Kepler-1128 b",3.59000000,
"Kepler-269 b",2.26000000,
"Kepler-847 b",1.34000000,
"Kepler-1606 b",1.98000000,
"Kepler-344 b",,
"Kepler-107 e",2.93000000,
"Kepler-567 b",,
"Kepler-381 b",1.31000000,
"Kepler-1075 b",1.38000000,
"Kepler-115 b",1.04100000,
"Kepler-46 d",1.64000000,
"Kepler-788 b",2.16000000,
"Kepler-126 c",,
"Kepler-1132 b",2.06000000,
"Kepler-33 d",4.32000000,
"Kepler-1710 b",2.58700000,
"Kepler-1741 b",1.17000000,
"K2-224 b",1.66378993,
"Kepler-29 b",3.80000000,
"Kepler-175 b",2.72000000,
"Kepler-172 d",2.29600000,
"Kepler-209 b",2.60000000,
"Kepler-222 b",3.02800000,
"HD 31253 b",,158.90800000
"Kepler-388 b",0.95000000,
"Kepler-870 b",2.78000000,
"Kepler-1321 b",6.63000000,
"K2-33 b",,
"Kepler-267 b",1.86000000,
"K2-319 b",2.79000000,
"Kepler-1412 b",,
"Kepler-28 b",1.73000000,
"Kepler-1005 b",1.87000000,
"Kepler-1020 b",2.28000000,
"Kepler-31 b",5.51000000,
"Kepler-346 b",,
"Kepler-1882 b",,
"Kepler-241 c",,
"Kepler-381 c",1.15000000,
"Kepler-1907 c",2.90000000,
"Kepler-288 c",2.94700000,
"K2-16 c",2.58000000,
"Kepler-291 b",,
"Kepler-1271 b",1.49800000,
"Kepler-1052 b",2.67600000,
"OGLE-TR-111 b",10.33469800,
"Kepler-387 c",,
"Kepler-1314 b",,
"Kepler-182 c",3.69000000,
"K2-58 b",2.59425303,
"Kepler-275 d",,
"7 CMa b",,781.86180000
"Kepler-69 c",,
"Kepler-1186 b",2.14000000,
"Kepler-1285 b",0.97000000,
"Kepler-748 b",,
"Kepler-178 d",3.43000000,
"Kepler-258 b",3.49400000,
"Kepler-120 c",2.03800000,
"Kepler-272 d",2.96200000,
"Kepler-1054 b",1.99000000,
"Kepler-228 b",1.87400000,
"Kepler-678 b",5.14000000,
"Kepler-758 c",1.43000000,
"Kepler-1165 c",2.00000000,
"EPIC 206215704 b",1.00000000,
"HD 30856 b",,491.68301000
"Kepler-1733 b",2.79000000,
"Kepler-1037 b",1.61000000,
"Kepler-1212 b",1.90000000,
"Kepler-1789 b",2.83137505,
"Kepler-308 b",2.12000000,
"Kepler-184 b",,
"Kepler-619 c",1.50000000,
"Kepler-444 c",,
"Kepler-653 c",0.78000000,
"Kepler-631 b",2.90000000,
"Kepler-1090 c",3.36700000,
"Kepler-1154 c",,
"Kepler-1405 b",2.82000000,
"Kepler-203 d",1.27000000,
"Kepler-598 b",1.41000000,
"Kepler-1209 b",1.48000000,
"Kepler-406 b",1.56000000,
"Kepler-1085 c",,
"Kepler-1447 b",2.84000000,
"Kepler-113 b",2.07000000,
"Kepler-1365 c",,
"HIP 79098 AB b",,6515.51500000
"Kepler-816 b",9.01000000,
"Kepler-554 b",4.29000000,
"Kepler-571 b",2.64000000,
"Kepler-418 c",,
"Kepler-829 b",,
"Kepler-827 b",,
"Kepler-790 b",2.71000000,
"Kepler-415 c",2.62000000,
"Kepler-85 e",,
"Kepler-363 b",1.74000000,
"Kepler-385 b",3.21000000,
"Kepler-387 c",1.02000000,
"Kepler-59 b",1.02000000,
"Kepler-304 e",1.04200000,
"Kepler-306 d",2.57000000,
"Kepler-310 b",1.25000000,
"Kepler-313 c",1.70000000,
"Kepler-317 c",1.91000000,
"Kepler-250 b",1.08700000,
"Kepler-325 d",2.30600000,
"Kepler-416 c",2.50000000,
"Kepler-329 b",,
"Kepler-330 b",1.32000000,
"Kepler-334 d",1.58000000,
"Kepler-138 d",1.20000000,
"Kepler-338 c",,
"Kepler-193 b",2.16200000,
"Kepler-32 b",,2.11872000
"Kepler-740 b",4.50000000,
"Kepler-221 c",2.75000000,
"Kepler-222 b",3.24600000,
"Kepler-1720 b",,
"Kepler-549 d",,
"Kepler-779 b",0.83000000,
"Kepler-1171 b",,
"Kepler-667 b",5.50000000,
"Kepler-166 b",,
"Kepler-154 d",3.29000000,
"Kepler-151 c",,
"Kepler-1183 b",,
"Kepler-1372 b",,
"Kepler-328 c",5.40000000,39.40000000
"Kepler-1067 c",,
"Kepler-1302 b",,
"Kepler-186 b",1.05000000,
"K2-407 c",1.36000000,
"Kepler-52 c",,
"Kepler-1576 b",1.19000000,
"Kepler-1980 b",2.84500003,
"Kepler-200 c",1.51600000,
"Kepler-885 b",2.41000000,
"Kepler-511 b",8.98500000,
"Kepler-1388 e",,
"Kepler-952 b",7.91000000,
"Kepler-473 b",,
"Kepler-1388 d",2.43000000,
"Kepler-1392 b",2.04000000,
"Kepler-902 b",2.49000000,
"Kepler-504 b",1.76700000,
"Kepler-48 c",2.71000000,14.61000000
"Kepler-185 b",1.16000000,
"Kepler-297 c",7.70000000,
"Kepler-221 c",,
"Kepler-142 d",1.43000000,
"Kepler-307 b",3.20000000,3.10000000
"kap And b",,4068.10000000
"Kepler-136 b",1.91000000,
"Kepler-173 b",,
"KOI-351 b",1.15000000,
"Kepler-1183 b",2.43000000,
"Kepler-265 d",2.39000000,
"Kepler-170 b",2.94000000,
"Kepler-204 c",1.47400000,
"Kepler-948 b",1.85000000,
"Kepler-62 d",2.12200000,
"Kepler-379 b",,
"Kepler-1784 b",3.20000000,
"Kepler-53 c",3.98600000,
"Kepler-363 d",2.05000000,
"Kepler-1423 b",2.62000000,
"Kepler-1530 d",3.27870115,
"Kepler-995 b",,
"Kepler-1394 b",1.36000000,
"Kepler-338 d",2.61000000,
"Kepler-1262 b",1.80000000,
"Kepler-1359 b",3.24000000,
"Kepler-1009 b",,
"Kepler-105 b",4.81000000,
"Kepler-217 d",1.38800000,
"K2-183 b",1.46000000,
"Kepler-738 b",2.50000000,
"HD 8574 b",,561.28496676
"Kepler-1467 b",2.99000000,
"Kepler-306 d",2.41500000,
"Kepler-82 b",4.07000000,12.15000000
"Kepler-150 c",,
"Kepler-216 c",2.50000000,
"Kepler-817 b",8.02000000,
"Kepler-221 b",1.61000000,
"GJ 317 c",,522.50000000
"Kepler-350 b",,26.23380000
"HD 23127 b",,485.32641000
"Kepler-1267 b",3.01000000,
"K2-122 b",1.22000000,
"Kepler-1513 b",,
"Kepler-769 b",2.50000000,
"Kepler-350 b",1.64000000,
"Kepler-112 c",2.32000000,
"Kepler-1444 b",,
"Kepler-1178 b",0.63000000,
"Kepler-178 b",,
"Kepler-867 b",,
"Kepler-619 d",4.35000000,
"Kepler-1475 b",2.24000000,
"Kepler-579 b",1.79900000,
"Kepler-1733 b",2.31000000,
"Kepler-704 b",3.11900000,
"Kepler-583 b",2.28000000,
"Kepler-1617 b",1.08000000,
"Kepler-784 c",3.17800000,
"Kepler-31 d",4.06000000,
"Kepler-79 b",3.39000000,
"Kepler-1492 b",3.65000000,
"Kepler-42 c",,
"HD 11964 b",,200.54972482
"Kepler-282 b",,
"Kepler-1254 d",1.35000000,
"Kepler-1022 b",2.02000000,
"Kepler-1556 b",,
"Kepler-1782 b",2.67000000,
"K2-276 b",3.20000000,
"Kepler-803 b",3.79000000,
"Kepler-290 d",0.89000000,
"Kepler-166 c",2.41000000,
"Kepler-226 d",1.27300000,
"BD+49 828 b",,508.50000000
"Kepler-1350 b",,
"Kepler-1664 b",2.75000000,
"Kepler-177 c",9.28900000,
"Kepler-80 e",1.37000000,
"Kepler-1769 b",3.35000000,
"Kepler-265 d",2.49000000,
"Kepler-292 e",2.54300000,
"Kepler-1291 b",1.34700000,
"K2-64 b",,
"Kepler-1012 b",1.34000000,
"Kepler-975 b",,
"Kepler-2001 c",1.82000000,
"Kepler-1697 b",,
"HD 20781 e",,14.03000000
"Kepler-605 c",0.80000000,
"Kepler-1915 b",,
"Kepler-991 b",,
"Kepler-836 b",2.68000000,
"Kepler-1802 b",1.24000000,
"Kepler-301 d",2.09000000,
"Kepler-1459 b",1.36000000,
"Kepler-286 c",1.47000000,
"SR 12 AB c",,4131.62000000
"Kepler-1556 b",2.06000000,
"Kepler-279 c",3.57000000,
"Kepler-264 c",4.16000000,
"Kepler-1887 b",2.92454357,
"Kepler-1518 c",2.90000000,
"Kepler-82 d",1.86000000,
"Kepler-1086 b",1.73000000,
"Kepler-97 b",1.57000000,
"Kepler-1001 b",3.11000000,
"Kepler-1268 b",2.14000000,
"Kepler-301 b",1.35000000,
"Kepler-700 b",8.36800000,
"Kepler-338 b",2.58000000,
"Kepler-269 c",1.39000000,
"Kepler-444 c",75.16000000,
"HD 73526 b",,715.09000000
"Kepler-1011 b",3.05000000,
"Kepler-194 d",3.33000000,
"Kepler-589 c",1.10000000,
"K2-85 b",1.40000000,
"Kepler-1040 b",1.84000000,
"Kepler-812 b",3.16000000,
"Kepler-1777 b",4.27000000,
"Kepler-276 d",2.22800000,
"HD 79498 b",,425.89220000
"Kepler-849 b",7.80000000,
"Kepler-1269 b",2.79800000,
"V830 Tau b",,244.72910000
"Kepler-743 b",1.21000000,
"Kepler-1559 b",0.70000000,
"Kepler-1110 b",,
"Kepler-883 b",1.89000000,
"Kepler-876 b",,
"Kepler-871 b",,
"Kepler-865 b",,
"Kepler-302 c",11.06600000,
"Kepler-859 b",3.09000000,
"Kepler-338 e",1.56000000,8.50000000
"Kepler-1462 b",,
"Kepler-250 b",1.16000000,
"Kepler-237 b",1.50000000,
"Kepler-817 b",8.97600000,
"Kepler-1311 d",,
"Kepler-1524 b",2.84000000,
"Kepler-1545 b",,
"Kepler-1741 b",,
"Kepler-196 b",1.90000000,
"Kepler-1287 b",1.48000000,
"Kepler-138 c",1.75100000,
"Kepler-339 b",1.38100000,
"Kepler-1562 b",3.55000000,
"Kepler-1383 b",1.52800000,
"Kepler-951 b",,
"Kepler-1976 b",10.90000000,
"Kepler-577 b",2.65700000,
"K2-4 b",2.10000000,
"Kepler-173 b",1.49000000,
"Kepler-1325 b",2.77000000,
"Kepler-1542 b",0.93500000,
"Kepler-143 c",3.32900000,
"Kepler-332 b",1.21000000,
"Kepler-589 c",1.09000000,
"Kepler-1830 b",4.43000000,
"Kepler-250 b",0.97500000,
"Kepler-309 b",1.51000000,
"Kepler-160 c",3.85000000,
"Kepler-1513 b",9.09000000,
"Kepler-1225 b",,
"Kepler-244 d",2.78000000,
"Kepler-42 b",0.87000000,
"Kepler-248 b",2.91500000,
"Kepler-1678 b",,
"Kepler-954 b",2.33000000,
"Kepler-674 b",1.69000000,
"HD 190228 b",,1938.75328270
"Kepler-167 e",,
"Kepler-1567 b",,
"Kepler-168 b",1.56000000,
"Kepler-770 b",,
"Kepler-857 b",5.56000000,
"Kepler-348 c",,
"HD 147873 c",,731.00900000
"K2-214 b",2.51000000,
"Kepler-1204 b",3.14000000,
"Kepler-674 b",1.32000000,
"K2-233 d",2.35800000,21.14000000
"Kepler-191 d",2.28000000,
"Kepler-642 b",,
"Kepler-735 b",2.50400000,
"Kepler-400 b",1.69000000,
"Kepler-1192 b",2.42000000,
"Kepler-1765 b",2.82000000,
"Kepler-1016 b",2.12000000,
"Kepler-39 b",12.24022800,5689.15700000
"Kepler-361 b",1.45000000,
"Kepler-42 d",0.66000000,
"Kepler-1424 b",1.74000000,
"Kepler-371 c",2.30700000,
"Kepler-1398 b",0.96000000,
"Kepler-1007 b",,
"Kepler-50 b",1.73300000,
"K2-158 c",1.28000000,
"Kepler-483 b",,
"Kepler-221 c",2.75000000,
"Kepler-1321 c",,
"Kepler-1814 c",,
"Kepler-955 b",3.13000000,
"Kepler-83 d",1.88000000,
"Kepler-782 b",3.34400000,
"Kepler-879 b",2.54000000,
"Kepler-287 c",3.35000000,
"Kepler-550 b",4.20000000,
"Kepler-184 d",2.53000000,
"Kepler-359 b",3.83000000,
"Kepler-1715 b",2.98000000,
"Pr0211 b",,586.07852000
"Kepler-288 d",3.62000000,
"Kepler-1451 b",2.90000000,
"Kepler-333 b",1.55000000,
"Kepler-1270 b",3.01000000,
"Kepler-264 b",4.86000000,
"Kepler-261 b",,
"Kepler-753 b",1.52000000,
"Kepler-752 b",2.95300000,
"Kepler-773 b",,
"Kepler-268 b",2.48000000,
"K2-393 b",2.35200000,
"AB Pic b",,4290.50000000
"CoRoT-6 b",,
"GJ 849 b",,283.82076745
"Kepler-324 c",2.65400000,
"Kepler-1114 b",,
"Kepler-1116 b",2.26000000,
"Kepler-1118 b",,
"Kepler-1979 b",4.32200003,
"Kepler-354 b",,
"Kepler-1801 b",3.41000000,
"Kepler-368 b",,
"Kepler-1134 b",2.31000000,
