pl_name,pl_rade,pl_bmasse
"Kepler-1135 b",1.99000000,
"Kepler-372 c",2.81100000,
"Kepler-1139 b",1.04200000,
"Kepler-1141 b",0.73000000,
"Kepler-1145 b",1.45000000,
"Kepler-1147 b",2.61000000,
"Kepler-114 c",,
"Kepler-1154 b",2.34000000,
"Kepler-332 d",1.41000000,
"Kepler-335 c",2.66400000,
"Kepler-1516 b",,
"Kepler-201 b",,
"Kepler-202 b",1.81500000,
"Kepler-203 b",2.29000000,
"Kepler-1315 c",1.40000000,
"Kepler-401 c",,
"Kepler-1371 c",0.53000000,
"Kepler-1388 c",1.79800000,
"Kepler-1395 b",0.70000000,
"Kepler-1398 c",1.03000000,
"Kepler-461 b",,
"Kepler-238 f",,
"Kepler-262 b",1.49000000,
"Kepler-288 d",3.53000000,
"Kepler-295 c",1.42000000,
"Kepler-1669 d",,
"KIC 9663113 b",4.60000000,
"Kepler-501 c",1.45000000,
"Kepler-124 d",,
"Kepler-1311 b",1.44800000,
"Kepler-224 c",3.12000000,
"Kepler-617 b",1.27000000,
"Kepler-496 b",1.97000000,
"Kepler-195 b",2.22000000,
"Kepler-662 b",,
"Kepler-618 b",2.42300000,
"Kepler-153 b",2.61000000,
"K2-196 b",3.59970536,
"Kepler-279 e",,56.00000000
"Kepler-356 c",1.99000000,
"Kepler-81 d",1.39000000,
"Kepler-1000 b",4.67000000,
"Kepler-773 b",1.42500000,
"Kepler-212 b",0.98000000,
"Kepler-1737 b",5.40000000,
"Kepler-160 c",3.11000000,
"Kepler-750 b",,
"Kepler-1099 b",3.11000000,
"Kepler-1077 b",,
"Kepler-917 b",,
"Kepler-135 b",,
"Kepler-1909 b",0.93000000,
"Kepler-1171 b",2.56000000,
"Kepler-1510 b",,
"K2-37 c",2.75000000,
"Kepler-239 b",2.35000000,
"Kepler-344 c",3.19000000,
"Kepler-268 c",,
"Kepler-402 c",1.60000000,
"Kepler-1471 c",1.46000000,
"Kepler-1396 b",,
"Kepler-1704 b",11.44100000,
"Kepler-1254 d",1.22400000,
"K2-175 b",2.03803688,
"Kepler-1144 b",1.81000000,
"Kepler-1635 b",3.66200000,
"Kepler-1409 b",0.92700000,
"Kepler-302 b",2.88000000,
"Kepler-398 d",0.85000000,
"Kepler-436 b",1.90000000,
"Kepler-177 c",6.87000000,
"Kepler-381 c",1.32000000,
"Kepler-615 b",2.08000000,
"Kepler-1468 c",1.62000000,
"Kepler-1021 b",,
"Kepler-1913 b",1.79000000,
"Kepler-1280 b",1.66000000,
"Kepler-675 b",,
"Kepler-1455 b",1.97000000,
"Kepler-82 d",,
"Kepler-1373 b",1.70300000,
"Kepler-1073 d",1.48000000,
"Kepler-593 b",,
"Kepler-286 b",1.27300000,
"Kepler-174 c",1.75200000,
"Kepler-403 b",1.77400000,
"Kepler-129 b",,
"Kepler-640 b",2.56000000,
"Kepler-360 b",1.38200000,
"Kepler-414 b",2.19000000,
"BD+20 2457 b",,6807.63000000
"Kepler-32 f",0.91000000,
"Kepler-1790 b",2.02000000,
"Kepler-917 b",1.85000000,
"Kepler-296 e",1.86000000,
"Kepler-361 b",,
"Kepler-520 b",,
"Kepler-235 c",1.28000000,
"Kepler-31 d",4.56000000,
"70 Vir b",,2380.45000000
"Kepler-1162 c",1.79000000,
"Kepler-129 b",2.30000000,
"Kepler-1701 b",1.99000000,
"Kepler-1625 b",5.40000000,
"Kepler-11 c",2.88000000,
"Kepler-79 b",,
"Kepler-1067 c",1.33000000,
"Kepler-1242 b",2.61000000,
"Kepler-968 c",1.80500000,
"Kepler-392 b",0.96800000,
"Kepler-1297 b",0.97000000,
"YZ Cet c",,1.14000000
"Kepler-1210 b",1.56000000,
"Kepler-635 b",2.53000000,
"Kepler-1761 b",0.92000000,
"Kepler-1712 b",1.99000000,
"Kepler-321 b",1.78000000,
"Kepler-381 b",0.92500000,
"Kepler-264 b",3.97800000,
"Kepler-268 b",,
"Kepler-324 c",2.50000000,
"Kepler-1799 b",2.67000000,
"Kepler-1801 b",3.14000000,
"Kepler-1148 b",1.69000000,
"Kepler-1515 b",9.55000000,
"Kepler-698 b",,
"HD 187085 b",,265.70588000
"Kepler-197 e",,
"Kepler-1228 b",1.47000000,
"Kepler-50 c",1.89000000,
"Kepler-536 b",6.18000000,
"Kepler-1829 b",2.22000000,
"K2-338 b",,
"Kepler-1143 b",1.47000000,
"Kepler-116 c",,
"Kepler-107 d",0.86000000,3.80000000
"Kepler-1162 b",2.22000000,
"Kepler-236 c",1.74000000,
"Kepler-250 b",0.99000000,
"Kepler-771 b",,
"Kepler-1399 b",,
"Kepler-235 e",2.22000000,
"Kepler-1444 b",,
"Kepler-1041 b",2.94000000,
"Kepler-1311 b",1.24000000,
"Kepler-758 e",,
"Kepler-126 c",1.56000000,
"Kepler-1371 c",0.65000000,
"Kepler-11 g",3.58800000,
"Kepler-1397 b",1.37000000,
"Kepler-1695 b",0.97000000,
"Kepler-1897 b",,
"Kepler-1426 b",,
"Kepler-169 d",1.25000000,
"Kepler-1348 b",1.63000000,
"Kepler-1376 b",,
"Kepler-245 c",2.53000000,
"Kepler-267 d",,
"Kepler-1664 b",,
"Kepler-359 b",3.83000000,
"KOI-351 h",,203.00000000
"KOI-351 h",11.30000000,
"Kepler-373 c",,
"Kepler-59 b",,
"Kepler-379 b",1.58000000,
"Kepler-1254 d",1.40000000,
"Kepler-1581 b",0.85100000,
"Kepler-441 b",,
"Kepler-1460 b",1.89000000,
"Kepler-1465 b",1.77000000,
"Kepler-1508 b",0.98000000,
"Kepler-639 b",,
"Kepler-1929 b",6.06000000,
"Kepler-1531 b",,
"Kepler-1454 b",1.88000000,
"Kepler-707 b",1.25100000,
"Kepler-1625 b",,
"Kepler-248 c",4.12000000,
"Kepler-55 d",1.85000000,
"Kepler-1129 c",2.75000000,
"OGLE-TR-111 b",11.42197100,
"Kepler-197 e",0.90000000,
"Kepler-319 d",4.56000000,
"Kepler-1093 b",2.03000000,
"Kepler-226 b",,
"Kepler-1499 b",,
"HD 117618 b",,60.38770000
"HD 202206 c",,776.00000000
"HD 51608 b",,12.77000000
"HD 81688 b",,858.10000000
"Kepler-113 c",2.54500000,
"Kepler-1110 b",2.66000000,
"Kepler-702 b",,
"Kepler-1086 c",,
"Kepler-1530 c",,
"Kepler-242 b",,
"Kepler-196 c",2.24000000,
"Kepler-461 b",2.58000000,
"Kepler-1090 b",,
"HD 111232 b",,2531.50326176
"Kepler-1058 b",2.72000000,
"Kepler-1337 b",2.38000000,
"Kepler-80 g",,0.80000000
"Kepler-175 b",3.18000000,
"Kepler-217 c",1.48000000,
"OGLE-TR-211 b",15.24400000,327.35100000
"Pr0211 b",,597.52040000
"Kapteyn c",,7.00000000
"Kepler-116 c",2.16000000,
"Kepler-1186 b",,
"Kepler-381 c",,
"Kepler-1222 b",0.89000000,
"KOI-351 b",1.30000000,
"Kepler-296 e",1.09000000,
"Kepler-602 b",1.92000000,
"Kepler-1538 b",2.94000000,
"HD 169830 c",,1283.98000000
"Kepler-259 b",,
"Kepler-653 b",,
"Kepler-654 b",,
"Kepler-588 b",,
"Kepler-164 c",2.69000000,
"Kepler-347 d",2.47500000,
"Kepler-586 b",2.89000000,
"Kepler-255 c",3.12000000,
"Kepler-563 b",3.09000000,
"K2-74 b",2.31000000,
"Kepler-671 b",2.69000000,
"Kepler-571 b",,
"Kepler-679 b",,
"Kepler-170 c",,
"Kepler-55 b",1.56000000,
"Kepler-1332 b",1.14000000,
"Kepler-1099 b",2.83000000,
"Kepler-756 b",,
"K2-16 b",2.02000000,
"Kepler-806 b",,
"HD 142022 A b",,1411.16520000
"Kepler-371 c",1.54000000,
"Kepler-49 b",2.71000000,
"Kepler-259 b",2.80000000,
"HIP 14810 b",,1220.46720000
"GJ 180 c",,6.40000000
"HD 222076 b",,495.81480000
"Kepler-1230 b",3.41000000,
"Kepler-384 b",1.12000000,
"Kepler-1238 b",1.93000000,
"Kepler-1840 b",2.92200000,
"Kepler-1255 b",,
"Kepler-1269 b",,
"Kepler-54 b",,0.98000000
"Kepler-644 b",3.15000000,
"Kepler-238 d",2.15000000,
"HD 5608 b",,524.41950000
"Kepler-682 b",7.66000000,
"Kepler-1710 b",3.19744103,
"Kepler-1111 b",2.00000000,
"Kepler-402 d",1.26000000,
"Kepler-1179 b",,
"Kepler-405 c",,
"Kepler-1443 b",1.13600000,
"Kepler-155 c",1.97000000,
"Kepler-1166 b",1.94000000,
"Kepler-165 c",,
"Kepler-892 b",2.74000000,
"Kepler-80 c",2.85000000,
"Kepler-777 b",,
"Kepler-418 c",,
"Kepler-173 b",1.28000000,
"Kepler-1279 b",1.34000000,
"Kepler-1687 b",,
"Kepler-187 b",1.44000000,
"Kepler-185 c",1.88000000,
"Kepler-719 b",8.52000000,
"Kepler-189 b",,
"Kepler-543 b",2.54300000,
"Kepler-1302 b",,
"Kepler-1309 b",2.10000000,
"Kepler-234 c",3.51000000,
"Kepler-377 c",,
"Kepler-189 b",,
"Kepler-55 d",,
"Kepler-116 b",2.78000000,
"Kepler-1276 b",,
"GJ 1002 c",,1.36000000
"Kepler-839 b",2.57000000,
"Kepler-825 b",1.41300000,
"K2-376 b",1.73600000,
"Kepler-1337 b",2.54000000,
"Kepler-1876 b",1.25000000,
"Kepler-725 b",10.52000000,
"Kepler-62 d",2.04000000,
"Kepler-253 d",3.29000000,
"Kepler-519 b",2.14000000,
"Kepler-1555 b",1.61000000,
"Kepler-1293 b",,
"Kepler-643 b",,
"Kepler-1418 b",1.66000000,
"Kepler-1806 b",2.05000000,
"Kepler-360 b",1.41500000,
"Kepler-366 c",1.87000000,
"Kepler-1375 b",1.21000000,
"Kepler-129 b",2.29100000,10.22227997
"Kepler-432 b",12.83430500,182.75225000
"Kepler-287 c",3.50000000,
"Kepler-115 c",2.72000000,
"Kepler-1652 b",1.12000000,
"Kepler-231 b",,
"Kepler-1384 b",,
"Kepler-261 c",2.10000000,
"Kepler-349 c",1.97000000,
"Kepler-886 b",1.25800000,
"Kepler-825 c",,
"Kepler-745 b",2.16000000,
"Kepler-325 d",2.48200000,
"Kepler-79 d",,
"Kepler-26 e",2.10000000,
"Kepler-1912 b",,
"Kepler-317 b",1.89800000,
"Kepler-189 b",,
"Kepler-1153 b",1.68000000,
"Kepler-131 b",2.41000000,
"Kepler-78 b",1.16000000,8.00000000
"Kepler-993 b",,
"Kepler-427 b",13.43000000,
"Kepler-1744 b",3.42000000,
"Kepler-267 d",2.35000000,
"Kepler-417 b",,
"Kepler-301 d",1.96000000,
"Kepler-305 d",,
"Kepler-316 b",1.32000000,
"Kepler-416 c",,
"Kepler-331 c",,
"Kepler-739 b",3.37000000,
"Kepler-653 b",,
"Kepler-1124 b",,
"Kepler-1311 c",1.02000000,
"Kepler-1758 b",1.37000000,
"CoRoT-36 b",15.80466279,216.12331676
"Kepler-319 d",2.08000000,
"Kepler-403 d",1.76400000,
"Kepler-1541 b",2.15000000,
"Kepler-299 d",1.73000000,
"Kepler-1288 b",1.84000000,
"Kepler-555 b",2.83000000,
"Kepler-974 b",1.63500000,
"Kepler-283 c",38.67000000,
"Kepler-885 b",2.53400000,
"Kepler-889 b",1.06000000,
"Kepler-867 b",4.64000000,
"Kepler-783 b",,
"Kepler-282 c",,
"Kepler-887 c",1.05000000,
"Kepler-401 c",3.03200000,
"Kepler-623 b",3.23000000,
"Kepler-195 b",2.41000000,
"Kepler-1370 b",1.84000000,
"Kepler-354 d",,
"eps Tau b",,2256.59300000
"Kepler-1241 b",,
"Kepler-1631 b",1.39000000,
"HD 50499 b",,427.79703582
"Kepler-157 c",2.33000000,
"Kepler-342 d",,
"Kepler-1253 b",1.82600000,
"Kepler-1199 b",1.15000000,
"Kepler-972 b",4.29000000,
"Kepler-55 f",1.59000000,
"Kepler-172 c",2.44200000,
"Kepler-338 c",2.37000000,
"Kepler-518 b",5.10000000,
"Kepler-306 c",2.58000000,
"Kepler-619 d",4.17000000,
"Kepler-278 c",3.31000000,
"Kepler-51 b",,6.04383000
"Kepler-229 d",,
"Kepler-1421 b",1.03100000,
"Kepler-1905 b",1.25000000,
"Kepler-1431 b",,
"Kepler-552 b",3.86000000,
"Kepler-592 b",2.17000000,
"K2-375 b",2.24300000,
"Kepler-325 c",,
"Kepler-192 d",0.91000000,
"Kepler-1069 b",1.60000000,
"Kepler-445 b",1.96000000,
"Kepler-201 c",2.33900000,
"Kepler-1418 b",,
"Kepler-165 b",2.10000000,
"Kepler-710 b",,
"Kepler-614 b",2.35000000,
"Kepler-54 c",1.68800000,2.10000000
"Kepler-55 f",1.75000000,
"K2-37 c",2.65000000,
"Kepler-33 b",1.46700000,
"Kepler-713 b",,
"Kepler-1319 b",1.41000000,
"Kepler-543 b",2.50000000,
"Kepler-637 b",2.76000000,
"Kepler-23 d",2.20600000,4.44000000
"Kepler-598 c",,
"Kepler-53 d",2.44000000,
"Kepler-172 e",2.50100000,
"Kepler-215 e",1.75000000,
"Kepler-372 d",,
"Kepler-1550 b",,
"Kepler-930 b",2.30000000,
"Kepler-1396 b",1.65000000,
"Kepler-132 d",2.98000000,
"K2-373 b",2.06100000,
"HD 5583 b",,1837.05740000
"HD 82886 b",,413.20000000
"Kepler-446 b",,
"Kepler-60 d",1.76000000,
"Kepler-557 b",,
"K2-187 b",1.38335970,
"Kepler-224 c",3.29100000,
"Kepler-1599 b",,
"Kepler-1623 b",,
"WASP-157 b",10.76861656,
"Kepler-120 b",2.05000000,
"Kepler-218 d",2.70400000,
"Kepler-147 b",1.33000000,
"Kepler-125 c",0.85000000,
"Kepler-80 f",1.23000000,
"Kepler-79 e",2.23000000,
"HD 47366 b",,661.71874337
"Kepler-1640 b",5.49000000,
"Kepler-1668 b",,
"Kepler-1290 b",,
"LkCa 15 b",,
"Kepler-42 d",0.96000000,
"Kepler-529 b",1.50000000,
"Kepler-1990 c",1.18700004,
"Kepler-1558 b",0.68100000,
"Kepler-480 b",2.86000000,
"Kepler-1425 b",0.94000000,
"Kepler-1972 b",0.68000000,
"Kepler-106 b",0.86000000,
"Kepler-694 b",2.44000000,
"Kepler-282 b",1.04000000,
"Kepler-156 b",,
"Kepler-1086 c",2.74000000,
"Kepler-11 c",2.94000000,
"HD 29021 b",,762.79200000
"Kepler-1067 b",0.80000000,
"Kepler-743 b",1.32400000,
"Kepler-194 c",2.60000000,
"HD 80883 b",,1748.05623850
"K2-225 b",3.60929179,
"Kepler-1302 b",1.48000000,
"HD 216437 b",,578.45060000
"Kepler-1953 b",,
"Kepler-335 c",1.48000000,
"Kepler-1000 b",5.63000000,
"Kepler-253 b",1.70000000,
"Kepler-591 b",,
"Kepler-26 d",1.36000000,
"Kepler-186 b",1.17900000,
"Kepler-249 d",1.57000000,
"Kepler-1731 b",2.93295657,
"Kepler-11 b",1.85000000,
"Kepler-1569 b",1.69000000,
"Kepler-1582 b",0.85500000,
"Kepler-83 d",2.13300000,
"Kepler-81 c",,
"Kepler-184 c",1.95000000,8.80000000
"HD 152079 b",,953.45000000
"Kepler-879 b",2.54000000,
"KIC 9663113 b",8.04200000,
"Kepler-912 b",,
"Kepler-1310 b",1.39500000,
"Kepler-150 b",1.16100000,
"Kepler-1224 b",,
"K2-263 b",2.18000000,
"Kepler-946 b",1.78000000,
"Kepler-243 c",,
"Kepler-1669 b",2.78043818,
"Kepler-387 c",0.89000000,
"Kepler-931 b",1.54000000,
"Kepler-1937 b",3.09000000,
"Kepler-1216 b",1.46000000,
"Kepler-1792 b",3.03000000,
"Kepler-176 e",1.51000000,
"Kepler-158 c",,
"Kepler-164 e",4.24000000,
"K2-230 b",1.96000000,
"Kepler-860 b",2.55600000,
"Kepler-847 b",,
"Kepler-1156 b",1.33000000,
"Kepler-179 c",2.00000000,
"Kepler-218 c",,
"Kepler-286 c",1.29000000,
"Kepler-1944 b",2.75971163,
"Kepler-130 d",1.41000000,
"Kepler-227 b",,
"EPIC 220554210 c",1.60000000,
"Kepler-1356 b",1.53000000,
"Kepler-1511 b",,
"K2-8 b",3.09000000,
"Kepler-250 b",1.08000000,
"mu2 Sco b",,4576.72906080
"Kepler-643 b",10.99000000,
"Kepler-1256 b",1.40000000,
"Kepler-1775 b",2.07000000,
"Kepler-1376 b",1.07000000,
"Kepler-312 c",3.15000000,
"OGLE-TR-10 b",11.83670400,
"HD 178911 B b",,2552.17490000
"Kepler-1448 b",1.73000000,
"GJ 849 b",,283.18511064
"Kepler-784 b",,
"Kepler-266 b",2.51000000,
"Kepler-111 b",1.82000000,
"Kepler-320 b",1.50000000,
"eps Ind A b",,2005.49724817
"HD 43197 c",,2500.67390628
"Kepler-912 b",2.80000000,
"Kepler-1090 b",2.79000000,
"Kepler-1601 b",0.88000000,
"Kepler-1610 b",1.45000000,
"Kepler-1067 b",0.70000000,
"Kepler-298 b",2.11000000,
"Kepler-127 d",2.51000000,
"Kepler-662 b",,
"Kepler-760 b",3.04300000,
"Kepler-1664 b",2.75000000,
"Kepler-696 b",5.90000000,
"HD 114729 b",,283.50293904
"Kepler-819 b",2.56000000,
"Kepler-23 d",2.20000000,17.60000000
"Kepler-100 c",2.08000000,
"Kepler-83 d",2.18000000,
"Kepler-1020 b",,
"Kepler-224 c",3.33000000,
"Kepler-1489 c",0.51000000,
"EPIC 201754305 d",1.03000000,
"Kepler-937 b",3.39000000,
"Kepler-317 b",,
"Kepler-579 b",,
"Kepler-694 b",2.59000000,
"Kepler-387 b",1.14400000,
"Kepler-283 b",,
"Kepler-451 d",,559.37799632
"Kepler-85 b",,6.40173000
"Kepler-1125 b",1.58000000,
"Kepler-54 d",1.38000000,
"K2-197 b",,
"Kepler-1736 b",2.44000000,
"Kepler-1580 b",2.39900000,
"Kepler-85 b",1.99000000,
"Kepler-351 d",2.95000000,
"Kepler-342 b",2.50000000,
"Kepler-117 b",7.81000000,
"Kepler-406 b",1.45100000,5.33198229
"Kepler-1597 b",0.91000000,
"Kepler-1869 b",2.64000000,
"Kepler-1936 b",4.50000000,
"Kepler-132 e",1.14000000,
"Kepler-305 b",3.66000000,7.20000000
"Kepler-484 b",,
"Kepler-104 c",2.05000000,
"HD 111998 b",,1433.41330000
"Kepler-999 b",1.51000000,
"Kepler-1352 b",0.81000000,
"ups Leo b",,162.09248757
"Kepler-1308 b",0.88600000,
"Kepler-1340 b",1.11000000,
"Kepler-542 b",2.06000000,
"Kepler-278 b",4.20700000,
"Kepler-1889 b",,
"Kepler-391 b",,
"K2-146 b",1.38000000,
"Kepler-1231 b",1.29000000,
"Kepler-1894 b",,
"Kepler-1325 b",3.52000000,
"Kepler-1997 b",2.51000000,
"Kepler-454 c",,1456.51777700
"Kepler-184 b",2.30900000,
"Kepler-154 c",3.44100000,
"Kepler-956 b",2.69000000,
"Kepler-219 c",3.37000000,
"Kepler-148 c",3.33900000,
"Kepler-270 b",1.83000000,
"Kepler-524 b",,
"Kepler-816 b",9.41000000,
"Kepler-350 b",,
"Kepler-449 b",,
"Kepler-896 b",7.89300000,
"Kepler-179 c",,
"Kepler-1268 b",,
"Kepler-79 d",7.23900000,
"Kepler-186 f",,
"Kepler-32 f",,1862.11000000
"OGLE-TR-132 b",14.01125000,371.86110000
"Kepler-1344 b",1.73000000,
"Kepler-79 b",2.94000000,
"Kepler-274 b",,
"Kepler-11 d",3.26000000,
"Kepler-223 b",1.80000000,
"Kepler-1801 c",,
"Kepler-1105 b",1.92000000,
"Kepler-67 b",,
"Kepler-1235 b",0.68000000,
"Kepler-124 b",0.80000000,
"K2-68 b",1.82830556,
"Kepler-1066 b",,
"KOI-4777.01",0.42000000,
"Kepler-633 b",2.90000000,
"Kepler-397 c",,
"Kepler-629 b",,
"Kepler-1631 b",1.75000000,
"Kepler-532 b",,
"Kepler-1033 b",2.31000000,
"Kepler-985 b",3.53000000,
"Kepler-330 c",,
"Kepler-1039 b",1.24900000,
"Kepler-958 b",2.54000000,
"Kepler-949 b",3.03000000,
"Kepler-969 b",2.37000000,
"HD 224018 c",2.42000000,10.40000000
"Kepler-920 c",,
"HD 149143 b",,422.71390000
"Kepler-292 d",2.13000000,
"Kepler-302 c",9.32000000,
"Kepler-271 d",,
"Kepler-1790 b",2.67600000,
"Kepler-783 b",,
"Kepler-436 b",,
"GJ 581 c",,5.36000000
"Kepler-267 c",2.10000000,
"Kepler-1791 b",,
"Kepler-803 b",3.96300000,
"Kepler-330 b",1.32500000,
"Kepler-619 b",2.69000000,
"K2-118 b",2.48000000,
"Kepler-57 c",,
"Kepler-673 b",6.54000000,
"Kepler-209 b",2.24200000,
"Kepler-1552 b",2.17000000,
"Kepler-39 b",9.80000000,
"Kepler-1641 c",3.78000000,
"K2-14 b",6.65000000,
"Kepler-395 c",1.14000000,
"Kepler-1469 b",,
"KIC 9663113 b",5.80000000,
"Kepler-355 b",,
"Kepler-1256 b",1.54700000,
"HD 74156 b",,532.36258173
"Kepler-1068 b",3.63000000,
"Kepler-46 d",2.17000000,
"Kepler-1727 b",2.72000000,
"Kepler-1211 b",2.30000000,
"Kepler-1437 b",,
"Kepler-883 b",,
"Kepler-1315 c",1.84398883,
"Kepler-341 e",2.36000000,
"Kepler-998 b",1.88000000,
"Kepler-1488 c",,
"Kepler-1505 b",1.13000000,
"Kepler-635 b",2.53000000,
"Kepler-328 b",4.26000000,
"Kepler-295 c",1.20000000,
"Kepler-141 b",,
"Kepler-1806 b",1.96000000,
"Kepler-478 b",2.38000000,
"Kepler-30 c",11.23000000,1603.80000000
"Kepler-1739 b",2.43056832,
"HD 10697 b",,2030.92352073
"HD 24064 b",,2987.60200000
"HD 60532 c",,797.75330000
"HD 86728 b",,9.43000000
"Kepler-140 b",1.50000000,
"Kepler-61 b",,
"Kepler-319 b",,
"Kepler-528 b",2.29100000,
"tau Boo b",,1891.00000000
"HD 216435 b",,400.45000000
"Kepler-106 b",0.85000000,
"Kepler-60 c",,4.80000000
"Kepler-625 c",,
"Kepler-879 b",2.58300000,
"Kepler-1766 b",2.04800000,
"Kepler-306 c",2.27000000,
"Kepler-1700 b",3.14000000,
"Kepler-1889 b",,
"Kepler-282 e",2.59000000,
"Kepler-251 c",3.59000000,
"Kepler-1464 b",1.53000000,
"Kepler-1563 b",0.72000000,
"Kepler-142 b",1.75000000,
"Kepler-260 c",1.75000000,
"Kepler-409 b",1.12600000,
"1RXS J160929.1-210524 b",,3000.00000000
"Kepler-850 b",1.78000000,
"Kepler-1897 b",2.10000000,
"14 Her b",,1506.45000000
"Kepler-1653 b",1.73000000,
"Kepler-1533 b",3.46000000,
"TYC 3667-1280-1 b",,1716.28200000
"Kepler-346 b",2.52000000,
"Kepler-914 b",1.51000000,
"Kepler-112 c",2.60300000,
"Kepler-81 b",,
"Kepler-1863 b",2.26309256,
"kap CrB b",,638.83830000
"Kepler-408 b",,
"Kepler-346 b",3.10000000,
"Kepler-383 b",,
"Kepler-338 d",2.82900000,
"Kepler-1515 b",9.17000000,
"Kepler-603 b",4.01000000,
"Kepler-842 b",1.58000000,
"Kepler-153 b",2.82000000,
"Kepler-789 b",2.25000000,
"Kepler-1889 b",2.94360686,
"Kepler-1711 b",1.84000000,
"Kepler-1313 b",,
"Kepler-28 c",1.73000000,
"Kepler-1896 b",2.56000000,
"Kepler-190 c",,
"Kepler-1371 b",0.64000000,
"Kepler-363 d",,
"Kepler-611 b",,
"HN Lib b",,5.46000000
"Kepler-69 b",,
"Kepler-1991 b",1.26000000,
"Kepler-1608 b",,
"Kepler-1631 b",1.35000000,
"K2-398 c",5.09800000,
"Kepler-815 b",4.43000000,
"Kepler-31 b",5.28000000,
"Kepler-667 b",4.70000000,
"Kepler-798 b",,
"Kepler-311 b",1.85000000,
"Kepler-1007 b",1.17000000,
"Kepler-626 b",2.17000000,
"Kepler-308 b",2.08000000,
"Kepler-1815 b",,
"Kepler-1309 b",,
"Kepler-595 b",3.77000000,
"Kepler-307 b",3.43000000,
"Kepler-1331 b",0.91000000,
"Kepler-144 b",,
"Kepler-1191 b",,
"Kepler-385 c",3.30000000,
"Kepler-1968 b",,
"Kepler-406 b",,
"Kepler-350 b",1.50000000,
"Kepler-481 b",2.58000000,
"Kepler-30 c",12.88000000,
"Kepler-979 b",,
"Kepler-220 d",1.03000000,
"Kepler-1645 b",3.02600000,
"Kepler-232 c",,
"Kepler-153 b",3.20000000,
"Kepler-1336 b",2.61000000,
"Kepler-421 b",4.16000000,
"Kepler-1153 b",1.92200000,
"Kepler-291 b",2.18000000,
"Kepler-232 b",3.07000000,
"Kepler-166 d",1.58000000,
"Kepler-159 b",,
"Kepler-1016 b",2.12000000,
"Kepler-844 b",,
"Kepler-616 c",3.40000000,
"Kepler-255 d",1.28000000,
"Kepler-1923 b",1.83000000,
"Kepler-1816 b",1.85000000,
"Kepler-795 b",1.76000000,
"Kepler-1455 b",1.97000000,
"Kepler-187 c",,
"KOI-3680 b",11.09691000,613.41190000
"Kepler-320 c",2.80000000,
"K2-65 b",1.47000000,
"Kepler-1943 b",0.80000000,
"Kepler-1386 b",1.09000000,
"Kepler-11 d",3.12000000,7.30000000
"HD 106252 b",,2402.79480000
"Kepler-156 b",,
"Kepler-1354 b",2.61000000,
"Kepler-1237 b",2.59000000,
"Kepler-862 b",2.72000000,
"Kepler-1472 b",1.81000000,
"Kepler-520 c",,
"Kepler-556 b",2.24000000,
"Kepler-114 b",1.33000000,
"Kepler-532 b",2.56200000,
"Kepler-243 b",2.47000000,
"K2-37 d",2.31000000,12.50000000
"Kepler-804 c",1.17000000,
"Kepler-275 c",3.32000000,
"Kepler-98 b",1.82000000,
"HD 192699 b",,794.50000000
"Kepler-220 c",,
"Kepler-1406 b",1.06000000,
"Kepler-1939 b",0.92000000,
"Kepler-1449 b",1.72000000,
"Kepler-1641 c",2.67300000,
"Kepler-1081 b",1.88000000,
"Kepler-449 b",,
"Kepler-123 b",,
"Kepler-83 c",2.06000000,
"Kepler-399 b",1.68000000,
"Kepler-1270 b",,
"Kepler-1258 b",0.84000000,
"GJ 625 b",,2.82000000
"Kepler-304 e",1.06000000,
"Kepler-1698 b",,
"Kepler-607 c",2.77400000,
"Kepler-454 c",,1417.52180000
"Kepler-92 c",2.46500000,
"Kepler-404 b",1.18000000,
"Kepler-1744 b",3.42000000,
"Kepler-730 b",9.66000000,
"Kepler-1841 b",,
"Kepler-46 b",,
"K2-13 b",2.70000000,
"Kepler-1782 b",2.67000000,
"KOI-1783.02",5.44000000,15.00000000
"Kepler-207 b",1.09000000,
"Kepler-56 b",4.76800000,36.40310707
"Kepler-1138 b",1.47500000,
"Kepler-822 b",1.47000000,
"Kepler-2000 b",2.73000000,
"Kepler-203 c",2.14000000,
"Kepler-990 c",1.35500000,
"Kepler-1013 b",6.30000000,
"Kepler-307 c",2.80000000,
"Kepler-1126 b",1.68000000,
"Kepler-1728 b",,
"Kepler-1221 b",,
"Kepler-21 b",1.69000000,
"16 Cyg B b",,533.95440000
"Kepler-444 d",,
"HD 142 b",,416.34000000
"HD 1461 b",,6.61083087
"HD 2952 b",,284.77425267
"HD 4308 b",,14.04750000
"YZ Cet b",,0.70000000
"75 Cet b",,953.49000000
"KOI-7368 b",,
"Kepler-146 b",3.71000000,
"Kepler-1830 b",3.29200000,
"Kepler-82 e",2.43000000,
"HD 136925 b",,266.97586188
"Kepler-815 b",,
"Kepler-1075 b",1.38000000,
"Kepler-1609 b",2.05000000,
"Kepler-1988 b",,
"Kepler-527 b",2.18000000,
"Kepler-51 b",8.60000000,2.30000000
"Kepler-20 c",3.04700000,12.75000000
"Kepler-115 c",2.31000000,
"Kepler-709 b",3.19000000,
"Kepler-140 b",1.53000000,
"Kepler-1324 b",,
"Kepler-142 c",2.57000000,
"Kepler-1571 b",,
"Kepler-1781 b",2.50000000,
"Kepler-598 c",2.91000000,
"Kepler-1389 b",1.77000000,
"Kepler-49 d",1.54000000,
